parent,node,branch.length,label,isTip,x,y,branch,angle
11,1,2144,PD36814k2,TRUE,2192,4,1120,205.714285714286
11,2,1773,PD36814k7,TRUE,1821,5,934.5,257.142857142857
12,3,1964,PD36814k6,TRUE,2008,6,1026,308.571428571429
12,4,1898,PD36814k8,TRUE,1942,7,993,360
13,5,2195,PD37265k,TRUE,2340,2,1242.5,102.857142857143
13,6,1863,PD37265k2,TRUE,2008,3,1076.5,154.285714285714
8,7,1980,PD37265k3,TRUE,1980,1,990,51.4285714285714
8,8,0,,FALSE,0,2.5,0,128.571428571429
8,9,13,100,FALSE,13,4,6.5,205.714285714286
9,10,25,100,FALSE,38,5.5,25.5,282.857142857143
10,11,10,100,FALSE,48,4.5,43,231.428571428571
10,12,6,99,FALSE,44,6.5,41,334.285714285714
9,13,132,100,FALSE,145,2.5,79,128.571428571429
